243.0, -37916.13583757113, -35260.256857902634, 5809.218383934305, -55806.98618972137, -19287.744973629116, -45518.545272176896, -36089.4171702167, 3341.384630368308
244.0, -40005.50985401987, -36643.91924666396, 6211.348618429735, -57971.57382626222, -21045.4191023611, -47724.8636156158, -30732.776908013453, 2677.4037095789563
245.0, -42082.67981799601, -38822.45437174492, 3434.6808117247597, -60060.54551131076, -23275.922033300645, -49799.39607374622, -22531.65364642783, 579.2231058148272
246.0, -40948.59700782264, -38141.59788389181, 2846.3605459166224, -58874.07021213415, -22392.29051974899, -48579.437861375554, -25129.194573067973, 728.5104070318231
247.0, -37985.69446631604, -35394.59084207903, 5338.803570127913, -55887.988911627406, -19440.47444349223, -45583.81236598639, -35442.42357521338, 3089.65928431264
248.0, -39441.19536175673, -36111.03130710498, 6580.688843809229, -57415.99886608111, -20511.279465112624, -47159.319777407625, -32569.10682548366, 3060.5796647762854
249.0, -41998.056113488215, -38650.21182897232, 3775.656673390469, -59990.897475588026, -23157.480139431973, -49734.93364273711, -23042.03337932031, 770.218762185426
250.0, -41401.75627490953, -38476.449367576766, 2688.132546917504, -59331.006924033994, -22804.680204949404, -49048.46686702572, -23727.874306186954, 455.26033106569423
251.0, -38300.87641488033, -35728.6823664525, 4775.718423809818, -56189.08926118485, -19808.317101993216, -45892.95934354774, -34070.898183691286, 2690.77005276323
252.0, -38895.74574181387, -35634.15683915101, 6782.502744496196, -56829.802015996225, -19995.4682583175, -46579.917857637156, -34282.03276181612, 3363.289339934509
253.0, -41820.31504157961, -38366.00939822309, 4229.195920133105, -59796.884333715956, -22921.937456361946, -49544.56383521126, -23998.71039375191, 1057.6398441362196
254.0, -41776.17034628038, -38731.30395785617, 2619.3785809729793, -59712.28298095262, -23125.025406482866, -49426.904252398526, -22676.984688876237, 281.2072969922182
255.0, -38796.548699921215, -36210.16129376427, 4184.626541689222, -56686.79555497117, -20306.604541135377, -46374.88530574862, -32234.52356273217, 2231.8440356068654
0.0, -38401.97335505168, -35267.185898683776, 6791.264628322677, -56324.96551572866, -19551.160282034907, -46059.50219148424, -35637.37549035257, 3557.056612617566
1.0, -41481.06026423696, -37969.0647684413, 4771.359833641032, -59471.64410014679, -22554.161853094323, -49211.07580793808, -25395.672070464145, 1418.8216827895264
2.0, -42020.3184509657, -38875.472709592905, 2687.2384771392917, -59975.2065509804, -23332.539002005935, -49682.764671178425, -22055.293268596324, 209.63701124632493
3.0, -39462.74244341165, -36795.35231534867, 3658.0864975555537, -57362.242920666096, -20974.809941626783, -47043.13540972894, -29954.10918642392, 1701.5712501491607
4.0, -38188.73771294805, -35177.10836852889, 6475.814458824928, -56095.56956238384, -19415.708710635747, -45811.956621641715, -35967.957790846565, 3488.4591088842285
5.0, -41073.05152094979, -37539.799516177125, 5245.954423660568, -59051.05132473127, -22124.628379896687, -48787.17497434318, -26980.813083745612, 1790.8217657592018
6.0, -42109.14428343109, -38876.36677937112, 2872.601493907153, -60078.181037686, -23387.34547941035, -49784.21923926106, -21982.381878183114, 251.36771814438322
