%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0  0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 69
1  0.66, 0.66, 0.66, 0.66, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 90
2  0.99, 0.99, 0.99, 0.99, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 92
3  0.84, 0.84, 0.84, 0.84, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 93
4  0.28, 0.28, 0.28, 0.28, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 95
5  -0.42, -0.42, -0.42, -0.42, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 96
6  -0.91, -0.91, -0.91, -0.91, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:35 99
7  -0.96, -0.96, -0.96, -0.96, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 00
8  -0.53, -0.53, -0.53, -0.53, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 02
9  0.16, 0.16, 0.16, 0.16, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 03
10  0.77, 0.77, 0.77, 0.77, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 05
11  1.00, 1.00, 1.00, 1.00, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 06
12  0.74, 0.74, 0.74, 0.74, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 09
13  0.12, 0.12, 0.12, 0.12, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 10
14  -0.56, -0.56, -0.56, -0.56, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 12
15  -0.97, -0.97, -0.97, -0.97, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 13
16  -0.90, -0.90, -0.90, -0.90, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 15
17  -0.39, -0.39, -0.39, -0.39, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 16
18  0.31, 0.31, 0.31, 0.31, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 19
19  0.86, 0.86, 0.86, 0.86, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 20
20  0.98, 0.98, 0.98, 0.98, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 22
21  0.63, 0.63, 0.63, 0.63, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 23
22  -0.03, -0.03, -0.03, -0.03, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 25
23  -0.68, -0.68, -0.68, -0.68, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 26
24  -0.99, -0.99, -0.99, -0.99, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 29
25  -0.82, -0.82, -0.82, -0.82, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 30
26  -0.24, -0.24, -0.24, -0.24, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 32
27  0.45, 0.45, 0.45, 0.45, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 33
28  0.93, 0.93, 0.93, 0.93, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 35
29  0.95, 0.95, 0.95, 0.95, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 37
30  0.50, 0.50, 0.50, 0.50, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 39
31  -0.19, -0.19, -0.19, -0.19, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 40
32  -0.79, -0.79, -0.79, -0.79, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 42
33  -1.00, -1.00, -1.00, -1.00, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 2022-12-07 15:21:36 43
